id,location_name,emerging,cost_class,country_id,modified_by,state_id,created_by,created_on,modified_on,talent_flag,latitude,longitude
1964,"Gisborne, Gisborne, New Zealand",No,High Cost,52.0,iris1,779.0,tamilmani,2020-04-13 05:42:14.179586,2020-04-13 05:42:14.179688,False,-38.662334,178.017649
10793,"Atsimo-Atsinanana, Madagascar",Yes,Low Cost,124.0,iris1,5889.0,saraswathis,2021-06-16 12:28:40.567423,2021-06-16 12:28:40.567470,False,-23.5819954,47.2923893
10794,"Melaky, Madagascar",Yes,Low Cost,124.0,iris1,5887.0,saraswathis,2021-06-16 12:28:40.621256,2021-06-16 12:28:40.621297,False,-17.3776488,44.7006138
7178,"Maysan, Iraq",No,High Cost,102.0,iris1,3614.0,saraswathis,2021-03-22 09:44:02.616090,2021-03-22 09:44:02.616158,False,31.8734002,47.1362125
1973,"Soccsksargen, Philippines",Yes,Low Cost,56.0,parvathavarthini,788.0,tamilmani,2020-04-13 05:42:17.078427,2020-06-12 07:22:20.599448,False,6.2706918,124.6856509
10795,"Northern Region, Malawi",Yes,Low Cost,116.0,iris1,5890.0,saraswathis,2021-06-16 12:28:40.785275,2021-06-16 12:28:40.785318,False,-10.9625469,34.1531947
1976,"Kaluga, Russia",Yes,Low Cost,58.0,tamilmani,791.0,tamilmani,2020-04-13 05:42:17.523425,2020-04-13 05:42:21.539914,False,54.5518584,36.2850973
1977,"Nizhniy Novgorod, Russia",Yes,Low Cost,58.0,tamilmani,792.0,tamilmani,2020-04-13 05:42:17.814965,2020-04-13 05:42:22.158561,False,56.2965039,43.936059
1978,"Novosibirsk, Russia",Yes,Low Cost,58.0,iris1,793.0,tamilmani,2020-04-13 05:42:17.931099,2020-04-13 05:42:17.931216,False,55.0083526,82.9357327
1979,"Tatarstan, Russia",Yes,Low Cost,58.0,jagan,794.0,tamilmani,2020-04-13 05:42:18.058876,2020-04-17 05:09:21.036006,False,55.1802364,50.7263945
1980,"St Petersburg City, Russia",Yes,Low Cost,58.0,Saravanan,795.0,tamilmani,2020-04-13 05:42:18.156982,2020-05-01 09:08:34.006985,False,59.9310584,30.3609096
1981,"Sverdlovsk, Russia",Yes,Low Cost,58.0,tamilmani,796.0,tamilmani,2020-04-13 05:42:18.278733,2020-04-13 05:42:19.016720,False,56.8389261,60.6057025
1982,"Ulyanovsk, Russia",Yes,Low Cost,58.0,iris1,797.0,tamilmani,2020-04-13 05:42:18.405663,2020-04-13 05:42:18.405767,False,54.3181598,48.3837915
1983,"Lipetsk, Russia",Yes,Low Cost,58.0,iris1,798.0,tamilmani,2020-04-13 05:42:18.521226,2020-04-13 05:42:18.521321,False,52.6121996,39.5981225
1984,"Samara, Russia",Yes,Low Cost,58.0,tamilmani,799.0,tamilmani,2020-04-13 05:42:18.633676,2020-04-13 05:42:18.928637,False,53.2415041,50.2212463
1985,"Primorye, Russia",Yes,Low Cost,58.0,iris1,800.0,tamilmani,2020-04-13 05:42:18.748136,2020-04-13 05:42:18.748243,False,45.0525641,135.0
1986,"Khanty-Mansi, Russia",Yes,Low Cost,58.0,tamilmani,801.0,tamilmani,2020-04-13 05:42:19.136470,2020-04-13 05:42:20.322595,False,62.2287062,70.6410057
1987,"Yamalo-Nenets, Russia",Yes,Low Cost,58.0,tamilmani,802.0,tamilmani,2020-04-13 05:42:19.251948,2020-04-13 05:42:20.757450,False,66.0653057,76.9345193
1988,"Sakhalin, Russia",Yes,Low Cost,58.0,iris1,803.0,tamilmani,2020-04-13 05:42:19.371020,2020-04-13 05:42:19.371138,False,50.6909848,142.9505689
1989,"Krasnodar, Russia",Yes,Low Cost,58.0,tamilmani,804.0,tamilmani,2020-04-13 05:42:19.491496,2020-04-13 05:42:21.982808,False,45.0392674,38.9872209
1990,"Mari El, Russia",Yes,Low Cost,58.0,iris1,805.0,tamilmani,2020-04-13 05:42:19.620958,2020-04-13 05:42:19.621099,False,56.438457,47.9607758
1991,"Voronezh, Russia",Yes,Low Cost,58.0,iris1,806.0,tamilmani,2020-04-13 05:42:19.737160,2020-04-13 05:42:19.737260,False,51.6754966,39.2088823
1992,"Perm, Russia",Yes,Low Cost,58.0,tamilmani,807.0,tamilmani,2020-04-13 05:42:19.853562,2020-04-13 05:42:23.105347,False,58.0296813,56.2667916
1993,"Arkhangelsk, Russia",Yes,Low Cost,58.0,iris1,808.0,tamilmani,2020-04-13 05:42:19.982443,2020-04-13 05:42:19.982542,False,64.5472507,40.5601553
1994,"Volgograd, Russia",Yes,Low Cost,58.0,iris1,809.0,tamilmani,2020-04-13 05:42:20.109543,2020-04-13 05:42:20.109644,False,48.708048,44.5133035
1966,"Calabarzon, Philippines",Yes,Low Cost,56.0,saraswathis,781.0,tamilmani,2020-04-13 05:42:14.422323,2021-06-04 12:31:00.221735,False,14.1007803,121.0793705
1972,"Davao Region, Philippines",Yes,Low Cost,56.0,saraswathis,787.0,tamilmani,2020-04-13 05:42:16.964317,2020-12-04 12:18:50.473899,False,7.3041622,126.0893406
1970,"Cordillera Administrative Region, Philippines",Yes,Low Cost,56.0,saraswathis,785.0,tamilmani,2020-04-13 05:42:15.648591,2020-12-04 12:18:50.623890,False,17.3512542,121.1718851
1971,"Caraga, Philippines",Yes,Low Cost,56.0,Yuvraj,786.0,tamilmani,2020-04-13 05:42:16.299901,2020-12-15 04:40:07.348941,False,8.801456199999999,125.7406882
1945,"Tokushima, Japan",Yes,Low Cost,43.0,saraswathis,763.0,tamilmani,2020-04-13 05:42:06.653878,2020-12-28 11:38:04.991674,False,34.0703652,134.5549537
1974,"Doha Metropolitan Area, Qatar",No,High Cost,80.0,Yuvraj,789.0,tamilmani,2020-04-13 05:42:17.203416,2021-01-08 12:31:56.660631,False,25.2679158,51.4668867
1967,"Central Visayas, Philippines",Yes,Low Cost,56.0,Yuvraj,782.0,tamilmani,2020-04-13 05:42:14.537365,2021-05-24 05:13:14.763114,False,9.816875,124.0641419
1995,"Komi, Russia",Yes,Low Cost,58.0,iris1,810.0,tamilmani,2020-04-13 05:42:20.226429,2020-04-13 05:42:20.226566,False,63.8630539,54.831269
1996,"Leningrad, Russia",Yes,Low Cost,58.0,iris1,811.0,tamilmani,2020-04-13 05:42:20.445790,2020-04-13 05:42:20.445906,False,59.9342802,30.3350986
1997,"Omsk, Russia",Yes,Low Cost,58.0,iris1,812.0,tamilmani,2020-04-13 05:42:20.578577,2020-04-13 05:42:20.578705,False,54.9884804,73.3242361
1998,"Tyumen, Russia",Yes,Low Cost,58.0,tamilmani,813.0,tamilmani,2020-04-13 05:42:20.877396,2020-06-01 12:30:57.247808,False,57.1612975,65.5250172
1999,"Krasnoyarsk, Russia",Yes,Low Cost,58.0,tamilmani,814.0,tamilmani,2020-04-13 05:42:21.000564,2020-04-13 05:42:21.086606,False,56.0152834,92.8932476
2001,"Astrakhan, Russia",Yes,Low Cost,58.0,iris1,816.0,tamilmani,2020-04-13 05:42:21.330947,2020-04-13 05:42:21.331036,False,46.3588045,48.0599345
2002,"Vologda, Russia",Yes,Low Cost,58.0,iris1,817.0,tamilmani,2020-04-13 05:42:21.450192,2020-04-13 05:42:21.450293,False,59.2180665,39.8978053
2003,"Kaliningrad, Russia",Yes,Low Cost,58.0,iris1,818.0,tamilmani,2020-04-13 05:42:21.657675,2020-04-13 05:42:21.657786,False,54.7104264,20.4522144
2004,"Tomsk, Russia",Yes,Low Cost,58.0,iris1,819.0,tamilmani,2020-04-13 05:42:21.775161,2020-04-13 05:42:21.775252,False,56.5010397,84.9924506
2007,"Ryazan, Russia",Yes,Low Cost,58.0,iris1,822.0,tamilmani,2020-04-13 05:42:22.403298,2020-04-13 05:42:22.403382,False,54.6095418,39.7125857
2008,"Irkutsk, Russia",Yes,Low Cost,58.0,iris1,823.0,tamilmani,2020-04-13 05:42:22.524086,2020-04-13 05:42:22.524176,False,52.2869741,104.3050183
2009,"Magadan, Russia",Yes,Low Cost,58.0,iris1,824.0,tamilmani,2020-04-13 05:42:22.638405,2020-04-13 05:42:22.638493,False,59.5611525,150.8301413
2010,"Kemerovo, Russia",Yes,Low Cost,58.0,iris1,825.0,tamilmani,2020-04-13 05:42:22.839950,2020-04-13 05:42:22.840044,False,55.3450231,86.0623044
2011,"Tver, Russia",Yes,Low Cost,58.0,iris1,826.0,tamilmani,2020-04-13 05:42:23.221658,2020-04-13 05:42:23.221750,False,56.8587214,35.9175965
2012,"Al Jubayl, Saudi Arabia",No,High Cost,76.0,tamilmani,827.0,tamilmani,2020-04-13 05:42:23.337367,2020-04-13 05:42:25.057769,False,26.9597709,49.5687416
7179,"Karbala, Iraq",No,High Cost,102.0,iris1,3615.0,saraswathis,2021-03-22 09:44:02.728121,2021-03-22 09:44:02.728187,False,32.6027147,44.01969870000001
10796,"Touho, New Caledonia",Yes,Low Cost,122.0,iris1,5318.0,saraswathis,2021-06-16 12:28:40.843522,2021-06-16 12:28:40.843567,False,-20.7914721,165.2508229
2016,"Al Madinah, Saudi Arabia",No,High Cost,76.0,tamilmani,830.0,tamilmani,2020-04-13 05:42:23.987159,2020-04-13 05:42:24.871216,False,24.5246542,39.5691841
2017,"Jizan, Saudi Arabia",No,High Cost,76.0,tamilmani,831.0,tamilmani,2020-04-13 05:42:24.300770,2020-04-13 05:42:24.963606,False,16.8893586,42.5705674
2018,"Tabuk, Saudi Arabia",No,High Cost,76.0,iris1,832.0,tamilmani,2020-04-13 05:42:24.522712,2020-04-13 05:42:24.522812,False,28.3835079,36.5661908
7180,"As Sulaymaniyah, Iraq",No,High Cost,102.0,iris1,3616.0,saraswathis,2021-03-22 09:44:02.838841,2021-03-22 09:44:02.838907,False,35.5570454,45.4359425
2021,"Trencian, Slovakia",Yes,Low Cost,61.0,Saravanan,835.0,tamilmani,2020-04-13 05:42:25.466361,2020-05-01 09:08:34.236169,False,48.884936,18.0335208
2022,"Bratislava, Slovakia",Yes,Low Cost,61.0,iris1,836.0,tamilmani,2020-04-13 05:42:25.600637,2020-04-13 05:42:25.600733,False,48.1485965,17.1077478
2023,"Kosice, Slovakia",Yes,Low Cost,61.0,tamilmani,837.0,tamilmani,2020-04-13 05:42:25.721946,2020-04-13 05:42:26.284505,False,48.7163857,21.2610746
2024,"Zilina, Slovakia",Yes,Low Cost,61.0,tamilmani,838.0,tamilmani,2020-04-13 05:42:25.843600,2020-04-13 05:42:26.374098,False,49.2194498,18.7408001
2025,"Banska Bystrica, Slovakia",Yes,Low Cost,61.0,tamilmani,839.0,tamilmani,2020-04-13 05:42:26.038055,2020-04-13 05:42:26.588640,False,48.736277,19.1461917
2026,"Nitra, Slovakia",Yes,Low Cost,61.0,iris1,840.0,tamilmani,2020-04-13 05:42:26.497635,2020-04-13 05:42:26.497731,False,48.3061414,18.076376
2027,"Presov, Slovakia",Yes,Low Cost,61.0,saraswathis,841.0,tamilmani,2020-04-13 05:42:26.709479,2020-06-10 11:26:15.443377,False,49.0018324,21.2393119
2028,"Trnava, Slovakia",Yes,Low Cost,61.0,tamilmani,842.0,tamilmani,2020-04-13 05:42:26.827171,2020-04-13 05:42:27.016608,False,48.3709108,17.5833218
2029,"Ljubljana, Slovenia",Yes,Low Cost,62.0,iris1,843.0,tamilmani,2020-04-13 05:42:27.138054,2020-04-13 05:42:27.138141,False,46.0569465,14.5057515
2030,"Novo Mesto, Slovenia",Yes,Low Cost,62.0,tamilmani,844.0,tamilmani,2020-04-13 05:42:27.257063,2020-04-13 05:42:27.465872,False,45.8010824,15.1710089
2031,"Nova Gorica, Slovenia",Yes,Low Cost,62.0,iris1,845.0,tamilmani,2020-04-13 05:42:27.374912,2020-04-13 05:42:27.375007,False,45.9549755,13.6493044
2032,"Slovenske Konjice, Slovenia",Yes,Low Cost,62.0,iris1,846.0,tamilmani,2020-04-13 05:42:27.594225,2020-04-13 05:42:27.594312,False,46.3369191,15.4214708
2033,"Cerknica, Slovenia",Yes,Low Cost,62.0,iris1,847.0,tamilmani,2020-04-13 05:42:27.712046,2020-04-13 05:42:27.712142,False,45.7966255,14.392177
2034,"Kranj, Slovenia",Yes,Low Cost,62.0,iris1,848.0,tamilmani,2020-04-13 05:42:27.828817,2020-04-13 05:42:27.828916,False,46.2428344,14.3555417
2035,"Maribor, Slovenia",Yes,Low Cost,62.0,iris1,849.0,tamilmani,2020-04-13 05:42:27.948422,2020-04-13 05:42:27.948535,False,46.5546503,15.6458812
2036,"Alberton, Gauteng, South Africa",No,High Cost,63.0,iris1,850.0,tamilmani,2020-04-13 05:42:28.081022,2020-04-13 05:42:28.081122,False,-26.3223942,28.1239717
2037,"Bloemfontein, Free State, South Africa",No,High Cost,63.0,parvathavarthini,851.0,tamilmani,2020-04-13 05:42:28.199767,2020-05-11 12:42:17.634362,False,-29.085214,26.1595761
2038,"Cape Town, Western Cape, South Africa",No,High Cost,63.0,tamilmani,852.0,tamilmani,2020-04-13 05:42:28.315923,2020-04-13 05:42:28.402905,False,-33.9248685,18.4240553
2039,"East London, Eastern Cape, South Africa",No,High Cost,63.0,iris1,853.0,tamilmani,2020-04-13 05:42:28.529190,2020-04-13 05:42:28.529294,False,-33.0291582,27.8545867
2040,"Ekurhuleni, Gauteng, South Africa",No,High Cost,63.0,jagan,850.0,tamilmani,2020-04-13 05:42:28.623929,2020-04-17 05:09:21.095687,False,-26.1777025,28.3461948
2041,"eMalahleni, Mpumalanga, South Africa",No,High Cost,63.0,jagan,389.0,tamilmani,2020-04-13 05:42:28.719991,2020-04-17 07:29:35.521075,False,-25.8727817,29.2553229
2042,"eThekwini, KwaZulu-Natal, South Africa",No,High Cost,63.0,iris1,390.0,tamilmani,2020-04-13 05:42:28.907175,2020-04-13 05:42:28.907265,False,-29.8586804,31.0218404
2043,"Germiston, Gauteng, South Africa",No,High Cost,63.0,iris1,850.0,tamilmani,2020-04-13 05:42:28.997408,2020-04-13 05:42:28.997507,False,-26.2258734,28.1707794
2044,"Greytown, KwaZulu-Natal, South Africa",No,High Cost,63.0,iris1,390.0,tamilmani,2020-04-13 05:42:29.087059,2020-04-13 05:42:29.087168,False,-29.0548624,30.6084832
2046,"Kempton Park, Gauteng, South Africa",No,High Cost,63.0,iris1,850.0,tamilmani,2020-04-13 05:42:29.809473,2020-04-13 05:42:29.809577,False,-26.0944083,28.2292712
2047,"Metsimaholo, Free State, South Africa",No,High Cost,63.0,iris1,851.0,tamilmani,2020-04-13 05:42:29.899657,2020-04-13 05:42:29.899763,False,-26.8101339,27.8277881
2048,"Nelspruit, Mpumalanga, South Africa",No,High Cost,63.0,iris1,389.0,tamilmani,2020-04-13 05:42:29.989491,2020-04-13 05:42:29.989579,False,-25.4752984,30.9694163
2049,"Newcastle, KwaZulu-Natal, South Africa",No,High Cost,63.0,iris1,390.0,tamilmani,2020-04-13 05:42:30.076808,2020-04-13 05:42:30.076895,False,-27.7138429,29.9971769
2050,"Paarl, Western Cape, South Africa",No,High Cost,63.0,iris1,852.0,tamilmani,2020-04-13 05:42:30.180982,2020-04-13 05:42:30.181080,False,-33.7342304,18.9621091
2051,"Pietermaritzburg, KwaZulu-Natal, South Africa",No,High Cost,63.0,iris1,390.0,tamilmani,2020-04-13 05:42:30.265319,2020-04-13 05:42:30.265407,False,-29.6006068,30.3794118
2045,"Johannesburg, Gauteng, South Africa",No,High Cost,63.0,saraswathis,850.0,tamilmani,2020-04-13 05:42:29.184850,2020-11-19 11:37:58.085117,False,-26.2041028,28.0473051
2006,"Rostov, Russia",Yes,Low Cost,58.0,saraswathis,821.0,tamilmani,2020-04-13 05:42:22.282527,2021-06-22 11:05:08.000585,False,57.195623,39.4131527
2005,"Saratov, Russia",Yes,Low Cost,58.0,saraswathis,820.0,tamilmani,2020-04-13 05:42:21.894900,2021-03-09 12:10:29.523494,False,51.5923654,45.9608031
2052,"Polokwane, Limpopo, South Africa",No,High Cost,63.0,tamilmani,854.0,tamilmani,2020-04-13 05:42:30.384590,2020-04-13 05:42:31.288416,False,-23.8961708,29.4486263
2053,"Port Elizabeth, Eastern Cape, South Africa",No,High Cost,63.0,tamilmani,853.0,tamilmani,2020-04-13 05:42:30.475039,2020-04-13 05:42:31.202539,False,-33.9608369,25.6022423
2054,"Potchefstroom, North-West, South Africa",No,High Cost,63.0,iris1,855.0,tamilmani,2020-04-13 05:42:30.689585,2020-04-13 05:42:30.689678,False,-26.7145297,27.0970475
2056,"Randfontein, Gauteng, South Africa",No,High Cost,63.0,parvathavarthini,850.0,tamilmani,2020-04-13 05:42:30.858229,2020-05-11 12:42:17.708853,False,-26.1991505,27.6786847
2057,"Richards Bay, KwaZulu-Natal, South Africa",No,High Cost,63.0,iris1,390.0,tamilmani,2020-04-13 05:42:30.944116,2020-04-13 05:42:30.944263,False,-28.7807276,32.0382856
2058,"Rustenburg, North-West, South Africa",No,High Cost,63.0,iris1,855.0,tamilmani,2020-04-13 05:42:31.030779,2020-04-13 05:42:31.030885,False,-25.6544483,27.255854
2059,"Stellenbosch, Western Cape, South Africa",No,High Cost,63.0,iris1,852.0,tamilmani,2020-04-13 05:42:31.117417,2020-04-13 05:42:31.117522,False,-33.9321045,18.860152
2060,"Namakwa, Northern Cape, South Africa",No,High Cost,63.0,iris1,856.0,tamilmani,2020-04-13 05:42:31.486989,2020-04-13 05:42:31.487076,False,-30.4218185,19.949686
7181,"Diyala, Iraq",No,High Cost,102.0,iris1,3617.0,saraswathis,2021-03-22 09:44:02.955650,2021-03-22 09:44:02.955715,False,33.7733487,45.1494505
2064,"Daegu, South Korea",No,High Cost,64.0,iris1,860.0,tamilmani,2020-04-13 05:42:32.055806,2020-04-13 05:42:32.055894,False,35.8714354,128.601445
2065,"Daejeon, South Korea",No,High Cost,64.0,iris1,861.0,tamilmani,2020-04-13 05:42:32.171435,2020-04-13 05:42:32.171534,False,36.3504119,127.3845475
2067,"Incheon, South Korea",No,High Cost,64.0,tamilmani,863.0,tamilmani,2020-04-13 05:42:32.675098,2020-04-13 05:42:36.907216,False,37.4562557,126.7052062
7182,"Baghdad, Iraq",No,High Cost,102.0,iris1,3618.0,saraswathis,2021-03-22 09:44:03.066470,2021-03-22 09:44:03.066535,False,33.315241,44.3660671
2070,"Sejong, South Korea",No,High Cost,64.0,iris1,864.0,tamilmani,2020-04-13 05:42:33.297063,2020-04-13 05:42:33.297207,False,37.5502596,127.073139
2071,"Ulsan, South Korea",No,High Cost,64.0,iris1,866.0,tamilmani,2020-04-13 05:42:34.173885,2020-04-13 05:42:34.173975,False,35.5383773,129.3113596
7183,"Duhok, Iraq",No,High Cost,102.0,iris1,3616.0,saraswathis,2021-03-22 09:44:03.168325,2021-03-22 09:44:03.168389,False,36.8632107,42.9884805
2073,"Jeju, South Korea",No,High Cost,64.0,iris1,868.0,tamilmani,2020-04-13 05:42:34.594043,2020-04-13 05:42:34.594134,False,33.4890113,126.4983023
2074,"Busan, South Korea",No,High Cost,64.0,iris1,869.0,tamilmani,2020-04-13 05:42:34.722870,2020-04-13 05:42:34.722980,False,35.1795543,129.0756416
2075,"Eumseong County, North Chungcheong, South Korea",No,High Cost,64.0,iris1,867.0,tamilmani,2020-04-13 05:42:34.807368,2020-04-13 05:42:34.807463,False,36.9396792,127.6905018
2076,"Gwangju, South Korea",No,High Cost,64.0,iris1,870.0,tamilmani,2020-04-13 05:42:35.010354,2020-04-13 05:42:35.010456,False,35.1595454,126.8526012
2078,"Zurich Area, Switzerland",No,High Cost,66.0,saraswathis,872.0,tamilmani,2020-04-13 05:42:37.108969,2020-07-21 10:30:08.498805,False,47.3768866,8.541694
2080,"Bern Area, Switzerland",No,High Cost,66.0,tamilmani,874.0,tamilmani,2020-04-13 05:42:37.427341,2020-04-13 05:42:44.972141,False,46.9479739,7.4474468
2081,"Lausanne Area, Switzerland",No,High Cost,66.0,tamilmani,875.0,tamilmani,2020-04-13 05:42:37.544918,2020-04-13 05:42:43.564742,False,46.5196535,6.6322734
10797,"Sarramea, New Caledonia",Yes,Low Cost,122.0,iris1,3668.0,saraswathis,2021-06-16 12:28:41.731967,2021-06-16 12:28:41.732015,False,-21.6409002,165.8446802
2083,"Geneva Area, Switzerland",No,High Cost,66.0,tamilmani,877.0,tamilmani,2020-04-13 05:42:38.044666,2020-04-13 05:42:44.708199,False,46.2043907,6.1431577
2084,"Neuchatel Area, Switzerland",No,High Cost,66.0,tamilmani,878.0,tamilmani,2020-04-13 05:42:38.159369,2020-04-13 05:42:43.197345,False,46.9899874,6.9292732
2085,"Lugano Metropolitan Area, Switzerland",No,High Cost,66.0,tamilmani,879.0,tamilmani,2020-04-13 05:42:40.713141,2020-04-13 05:42:45.060748,False,46.0036778,8.951052
2087,"Sankt Gallen Area, Switzerland",No,High Cost,66.0,saraswathis,881.0,tamilmani,2020-04-13 05:42:41.863092,2020-08-14 09:13:11.948987,False,47.4244818,9.3767173
2088,"Dalin Township, Taiwan",Yes,Low Cost,67.0,iris1,882.0,tamilmani,2020-04-13 05:42:45.265092,2020-04-13 05:42:45.265218,False,23.5990934,120.4703258
7184,"Kingston, Jamaica",Yes,Low Cost,138.0,iris1,3619.0,saraswathis,2021-03-22 09:44:03.317888,2021-03-22 09:44:03.318003,False,18.0178743,-76.8099041
2091,"Zhubei City, Taiwan",Yes,Low Cost,67.0,iris1,885.0,tamilmani,2020-04-13 05:42:45.609031,2020-04-13 05:42:45.609126,False,24.8346871,120.9933678
2092,"Kaohsiung City, Taiwan",Yes,Low Cost,67.0,iris1,886.0,tamilmani,2020-04-13 05:42:45.722487,2020-04-13 05:42:45.722579,False,22.6272784,120.3014353
2093,"Zhunan Township, Taiwan",Yes,Low Cost,67.0,iris1,887.0,tamilmani,2020-04-13 05:42:45.835082,2020-04-13 05:42:45.835206,False,24.7009219,120.8786026
2094,"Miaoli City, Taiwan",Yes,Low Cost,67.0,iris1,887.0,tamilmani,2020-04-13 05:42:45.919850,2020-04-13 05:42:45.919944,False,24.5711502,120.8154358
2095,"Nan-tou, Taiwan",Yes,Low Cost,67.0,iris1,888.0,tamilmani,2020-04-13 05:42:46.034578,2020-04-13 05:42:46.034673,False,23.9609981,120.9718638
2096,"Taichung City, Taiwan",Yes,Low Cost,67.0,iris1,889.0,tamilmani,2020-04-13 05:42:46.149630,2020-04-13 05:42:46.149727,False,24.1477358,120.6736482
2097,"Yuanlin City, Taiwan",Yes,Low Cost,67.0,iris1,890.0,tamilmani,2020-04-13 05:42:46.267232,2020-04-13 05:42:46.267323,False,23.959574,120.5854674
2098,"Changhua, Taiwan",Yes,Low Cost,67.0,iris1,890.0,tamilmani,2020-04-13 05:42:46.354246,2020-04-13 05:42:46.354341,False,24.0716583,120.5624474
2099,"Tainan City, Taiwan",Yes,Low Cost,67.0,iris1,891.0,tamilmani,2020-04-13 05:42:46.475404,2020-04-13 05:42:46.475493,False,22.9997281,120.2270277
2100,"Sinshih District, Taiwan",Yes,Low Cost,67.0,iris1,891.0,tamilmani,2020-04-13 05:42:46.559362,2020-04-13 05:42:46.559456,False,23.0780281,120.2919179
2101,"Zhongli District, Taiwan",Yes,Low Cost,67.0,tamilmani,892.0,tamilmani,2020-04-13 05:42:46.676108,2020-04-13 05:42:47.077956,False,24.9721514,121.2053963
2102,"Linkou District, Taiwan",Yes,Low Cost,67.0,iris1,893.0,tamilmani,2020-04-13 05:42:46.792601,2020-04-13 05:42:46.792696,False,25.0790108,121.3881378
2103,"Taipei City, Taiwan",Yes,Low Cost,67.0,iris1,894.0,tamilmani,2020-04-13 05:42:46.906400,2020-04-13 05:42:46.906498,False,25.0329694,121.5654177
2104,"Taoyuan City, Taiwan",Yes,Low Cost,67.0,tamilmani,892.0,tamilmani,2020-04-13 05:42:46.991297,2020-04-13 05:42:47.673274,False,24.9936281,121.3009798
2105,"Yangmei District, Taiwan",Yes,Low Cost,67.0,iris1,892.0,tamilmani,2020-04-13 05:42:47.165764,2020-04-13 05:42:47.165851,False,24.9242108,121.1366715
2106,"Zhonghe District, Taiwan",Yes,Low Cost,67.0,iris1,893.0,tamilmani,2020-04-13 05:42:47.253843,2020-04-13 05:42:47.253928,False,24.9962178,121.4853103
2107,"Yingge District, Taiwan",Yes,Low Cost,67.0,iris1,893.0,tamilmani,2020-04-13 05:42:47.342548,2020-04-13 05:42:47.342643,False,24.9614967,121.3427262
2108,"I-lan, Taiwan",Yes,Low Cost,67.0,iris1,895.0,tamilmani,2020-04-13 05:42:47.464009,2020-04-13 05:42:47.464103,False,24.7021073,121.7377502
2079,"Basel Area, Switzerland",No,High Cost,66.0,saraswathis,873.0,tamilmani,2020-04-13 05:42:37.311287,2021-02-15 13:15:56.110557,False,47.5595986,7.5885761
2063,"South Chungcheong, South Korea",No,High Cost,64.0,parvathavarthini,859.0,tamilmani,2020-04-13 05:42:31.942681,2020-10-20 10:54:00.750947,False,36.562294,126.954107
2086,"Graubunden, Switzerland",No,High Cost,66.0,saraswathis,880.0,tamilmani,2020-04-13 05:42:41.656853,2021-03-12 07:24:14.737450,False,46.65698709999999,9.578025700000001
2068,"Seoul, South Korea",No,High Cost,64.0,saraswathis,864.0,tamilmani,2020-04-13 05:42:32.798472,2020-10-19 11:37:58.915128,False,37.566535,126.9779692
2066,"North Jeolla, South Korea",No,High Cost,64.0,saraswathis,862.0,tamilmani,2020-04-13 05:42:32.470120,2020-10-20 10:45:45.935600,False,35.71750000000001,127.153
2090,"Hsinchu City, Taiwan",Yes,Low Cost,67.0,Yuvraj,884.0,tamilmani,2020-04-13 05:42:45.495282,2020-12-15 04:40:08.597318,False,24.8138287,120.9674798
2062,"South Gyeongsang, South Korea",No,High Cost,64.0,Yuvraj,858.0,tamilmani,2020-04-13 05:42:31.838195,2021-03-10 06:26:39.663416,False,35.4606,128.2132
2077,"South Jeolla, South Korea",No,High Cost,64.0,Yuvraj,871.0,tamilmani,2020-04-13 05:42:35.292390,2021-03-10 06:26:39.850927,False,34.8679,126.991
10798,"Ouegoa, New Caledonia",Yes,Low Cost,122.0,iris1,5318.0,saraswathis,2021-06-16 12:28:42.826288,2021-06-16 12:28:42.826333,False,-20.3469046,164.4320448
2110,"Izmir, Turkey",Yes,Low Cost,70.0,Saravanan,897.0,tamilmani,2020-04-13 05:42:47.773032,2020-05-01 09:08:34.327919,False,38.423734,27.142826
2111,"Kocaeli, Turkey",Yes,Low Cost,70.0,tamilmani,898.0,tamilmani,2020-04-13 05:42:47.886061,2020-04-13 05:42:49.173363,False,40.8532704,29.8815203
2113,"Zonguldak, Turkey",Yes,Low Cost,70.0,tamilmani,900.0,tamilmani,2020-04-13 05:42:48.122901,2020-04-13 05:42:50.053448,False,41.453521,31.78938
2114,"Icel, Turkey",Yes,Low Cost,70.0,iris1,901.0,tamilmani,2020-04-13 05:42:48.243807,2020-04-13 05:42:48.243893,False,36.8121041,34.6414811
2115,"Ankara, Turkey",Yes,Low Cost,70.0,tamilmani,902.0,tamilmani,2020-04-13 05:42:48.362312,2020-04-13 05:42:48.878413,False,39.9333635,32.8597419
2116,"Bursa, Turkey",Yes,Low Cost,70.0,parvathavarthini,903.0,tamilmani,2020-04-13 05:42:48.482081,2020-07-22 07:10:39.679581,False,40.1885281,29.0609636
7185,"St James, Jamaica",Yes,Low Cost,138.0,iris1,3620.0,saraswathis,2021-03-22 09:44:03.431098,2021-03-22 09:44:03.431167,False,18.3923184,-77.85959629999999
2118,"Manisa, Turkey",Yes,Low Cost,70.0,iris1,905.0,tamilmani,2020-04-13 05:42:48.789940,2020-04-13 05:42:48.790033,False,38.6140337,27.4295624
2119,"Eskisehir, Turkey",Yes,Low Cost,70.0,Saravanan,906.0,tamilmani,2020-04-13 05:42:48.975295,2020-05-01 09:08:34.478408,False,39.7667061,30.5256311
2120,"Kayseri, Turkey",Yes,Low Cost,70.0,iris1,907.0,tamilmani,2020-04-13 05:42:49.088020,2020-04-13 05:42:49.088109,False,38.720489,35.482597
